trip_id,service_id,route_id,trip_headsign,direction_id,shape_id
4503599631492710,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492711,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492712,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492713,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492714,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492715,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492716,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492717,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492718,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492719,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492720,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492721,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492722,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492723,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492724,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492725,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492726,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492727,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492728,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492729,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492730,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492731,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492732,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492733,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492734,4503599631491877,11821949021891619,Malep̬re TOULOUSE,1,4503599631492692
4503599631492910,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492911,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492912,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492913,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492914,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492915,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492916,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492917,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492918,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492919,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492920,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492921,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492922,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492923,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492924,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492925,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492926,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492927,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492928,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492929,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492930,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492931,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492932,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492933,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492934,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492935,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492936,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492937,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492938,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492939,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492940,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492941,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492942,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492943,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
4503599631492944,4503599631491877,11821949021891619,Cours Dillon TOULOUSE,0,4503599631492910
